興趣,類型,成效
"30-55 / 后里豐原 /  建築生活品質
-豐原商圈（+3 公里）, 甲后路二段， 台中市（+3 公里） Taichung; 龍貓隧道（+3 公里）
-結構工程、砌體結構、建材（工業材料和設備） 、 Sustainable architecture 、綠色建築、整建（建築業） 、建築媒體 (設計) 、新聞媒體（新聞服務） 、居家裝飾 (室內裝潢) 、生活風格 (生活風格內容) 、生活品質（心理學） 、身心健康 (個人護理) 、營建管理或家電品牌和零售商 (零售)",訊息,可
"28-45 / 北屯洲際 / 自營商家庭
-洲際棒球場（+2 公里）, 仁美國小（+2 公里）
-商業模式 (商業和金融業) 、零售業（產業） 、批發（零售） 、小型企業（商業與財務） 、開發潛在顧客 (行銷) 、業務開發 (商業活動) 、銷售管理 (商業活動) 、自僱（工作機會） 、 B2B（商業與財務） 、工作父母 (兒童和親子教育) 、教養方式 (兒童和親子教育) 或親子 (雜誌)、行為：商家的粉絲專頁管理員",名單,可
"30-55 / 蘆竹 / 能源航太工程
-海湖工業區（+3 公里）, Taimall Park 台茂公園（+4 公里）
-能源（科學） 、太陽能（能源與公用事業） 、太陽能光電（科學） 、永續能源（能源與公用事業） 、光伏陣列、電（科學） 、風能、通信工程、航空太空工程、機械工程（工程） 、材料科學、固定翼飛機、航空公司、航空器或氣象雷達、行業類別：資訊科技和技術服務",名單,可
"30-50 / 大林斗南斗六 / 科技業家庭
-大埔美園區（+4 公里） ; 斗南車站（+4 公里）, 斗六車站（+4 公里）
-智慧科技 (消費電子產品) 、新興技術（科學） 、電子產品（電腦和電子產品） 、 iPhone（智慧型手機） 、物聯網、一般健康 (個人護理) 、生活用品（家居和園藝用品） 、家務（家居和園藝用品） 、家電（消費電子產品） 、傢俱（居家裝潢） 、一般保險 (保險) 、房屋（房地產） 、 591房屋交易網、室內設計（設計） 或連棟住宅（建築）、家長：父母（全部）",訊息,可
"30-60 / 北屯太平潭子 / 醫護族群
-洲際棒球場（+3 公里）, 74太平松竹路（+3 公里）, 潭子觀音媽祖廟（+3 公里）
-成人教育（職業訓練） 、職涯發展（工作機會） 、個人發展（個人身分） 、科學 (期刊) 、衛生學、清潔（個人護理） 、 Cetaphil 、護理教育（醫學教育） 、高等教育（教育） 、牙科學院 (高等教育) 、生物學（科學） 、研究、 Uber（公司） 或 CeraVe Skincare、行為：通勤者、行業類別：健康照護與醫療服務、生活要事：不與家人同住或遠離家鄉",名單,可
"30-55 / 北斗田中 / 食品餐飲業
-田中車站（+3 公里） ; 聯華食品工業股份有限公司（+3 公里）
-飲食業、食品產業、食品加工、美食家（美食和餐飲） 、製造生產服務和組織 (製造業) 、在地美食（美食和餐飲） 、零食（美食和餐飲） 、化學工業、烹飪（美食和餐飲） 、商業模式 (商業和金融業) 、烘焙（烹飪） 、糕點（烘焙食品） 、雜貨店（食品零售業者） 、批發（零售） 或價格
0317
-聯華食品工業股份有限公司（+5 公里）, 員林市（+3 公里）",訊息,可
"30-50 / 大林民雄 / 傳產首購
-民雄工業區（+4 公里） ; 嘉義縣大林鎮（+4 公里）
-製造生產服務和組織 (製造業) 、玻璃、食品加工、五金行（零售業者） 、金屬、酒類商品零售商 (酒精飲料) 、釀造廠（製造商） 、 Lexus 汽車（交通工具） 、電動車（交通工具） 、連棟住宅（建築） 、別墅（住宿） 、首次購房者（房地產） 、室內設計（設計） 或電動機車、行業類別：運輸與搬運",訊息,可
"30-50 / 新港太保 / 家用品自營商
-嘉義縣媽祖大道（+5 公里）, 太保市區（+5 公里）, 新港老街（+5 公里）
-現代家具（居家裝潢） 、臥室家具（居家裝潢） 、寢具（居家裝潢） 、記憶泡棉 (居家裝潢) 、生活品質（心理學） 、居家裝潢零售商 (零售) 、不鏽鋼、零售業（產業） 、批發（零售） 、行銷企劃 (行銷) 、小型企業（商業與財務） 、生活用品（家居和園藝用品） 、五金行（零售業者） 、賓士（交通工具） 、 BMW（交通工具） 或 Lexus 汽車（交通工具）、行為：小型企業主",訊息,可
"30-55 / 三重新莊 / AI商業科技
-新樹路310巷， 新北市（+4 公里）, 中正北路560巷， 新北市（+4 公里） New Taipei City
-人工智慧（計算） 、消費電子展、金融經濟學、 5G 、商業分析 (商業和金融業) 、 Oracle CRM 、應用程式軟體（計算） 、智慧科技 (消費電子產品) 、資料視覺化 (科學) 、用戶體驗設計、商業智慧 (商業和金融業) 、資料科學（資訊技術） 、科技新聞 (新聞服務) 、旅行社和預訂 (旅遊觀光業) 、法式料理（美食和餐飲） 或甜點（美食和餐飲）",名單,可
"30-50 / 北屯北區 / 自由業
-星巴克中清路旗艦店（+3 公里）, 中友百貨（+3 公里）
-創意創業 (商業和金融業) 、 Project management software 、 Business networking 、開發潛在顧客 (行銷) 、業務開發 (商業活動) 、自由工作者（工作機會） 、影音俱樂部、 MacBook 、網路銀行（銀行業） 、生產率、設計（設計） 、個人發展（個人身分） 、攝影師（攝影） 、 Canva 或居家辦公家具 (居家裝潢)
0401
-中友百貨（+3 公里）, 星巴克中清路旗艦店（+3 公里）, 太原車站（+3 公里）
-個人理財（銀行業） 、指數股票型基金 (投資) 或金融市場（投資）",名單,可
"28-55 / 台中(北屯豐原) / 家具零售
-洲際棒球場（+5 公里）, 豐原車站（+5 公里）
-現代家具（居家裝潢） 、百葉簾、居家裝潢構想 (室內裝潢) 、室內裝潢品牌和零售商 (零售) 、宜家家居（零售業者） 、 Workinghouse 生活工場、大創百貨、家樂福、網路購物網站 (網站) 、 momo購物網、居家裝修（家居和園藝用品） 、住家翻新 (住家修繕) 或整建（建築業）",訊息,優
"30-55 / 沙鹿清水中科 / 製造業公務員
-中科路（+3 公里）, 成功牛排 清水店（+3 公里）, 家樂福沙鹿店（+3 公里）
-政府（政府機構） 、新聞媒體（新聞服務） 、儲蓄（銀行業） 、本日優惠（零售） 、買一送一 (行銷) 、會員集點計畫 (優惠券、折扣和購物回饋) 、家電（消費電子產品） 、流行文化（社會觀念） 、在地美食（美食和餐飲） 、一般保險 (保險) 、退休保險或工作父母 (兒童和親子教育)、行業類別：製造、政府員工（全球） 或保護服務",名單,可
"30-55 / 田中社頭 / 農業紡織
-彰化高鐵站（+3 公里） ; 社頭果菜巿場（+3 公里）, 東閔路二段， Tianzhong Township（+3 公里） Changhua
-個人理財（銀行業） 、工作父母 (兒童和親子教育) 、紡織品、縫紉機、出口貿易、農業新聞和內容 (農業) 、農業服務和組織 (產業) 、水果（美食和餐飲） 、有機食品（美食和餐飲） 、量販店（食品零售業者） 、工廠（製造業） 、供應鏈、物流（商業與財務） 、烘焙（烹飪） 或天然食品（美食和餐飲）、家長：父母（全部）
0416
-彰化高鐵站（+3 公里） ; 社頭果菜巿場（+3 公里）, 永靖車站（+3 公里）, 東閔路二段， Tianzhong Township（+3 公里） Changhua
+健康飲食的食譜 (烹飪和食譜) 、健康和保健（個人護理） 、植物園、生物技術或批發（零售）",訊息,可
"30-55 / 伸港鹿港線西 / 傳產代工家庭
-85。c鹿港鹿和店（+5 公里）, 鹿工路， 鹿港鎮（+3 公里）, 彰濱工業區 線西區（+3 公里）, 彰新路七段， Shenkang, T'Ai-Wan, Taiwan（+5 公里） Changhua
-連棟住宅（建築） 、批發（零售） 、出口貿易、排屋、進口（郵遞） 、紡織品、化學工業、玻璃、生物可分解塑膠、汽車業（產業） 、居家事業（商業與財務） 、 B2B（商業與財務） 、 Procurement 、代工生產或會計學（商業與財務）、家長：父母（全部）",訊息,優
"30-55 / 伸港和美 / 五金自營商
-台中商銀和美分行（+5 公里） ; 彰新路七段， Shenkang, T'Ai-Wan, Taiwan（+5 公里） Changhua
-連棟住宅（建築） 、批發（零售） 、排屋、代工生產、 B2B（商業與財務） 、五金行（零售業者） 、零部件市場、製造業（產業） 、不鏽鋼、水管修繕（建築業） 、金屬加工（建築業） 、建材（工業材料和設備） 、居家裝修（家居和園藝用品） 、住家翻新 (住家修繕) 或傢俱（居家裝潢）、行為：小型企業主
0409
+電力、改裝車（交通工具） 或配電系統、行為：小型企業主或通勤者",訊息,優
"30-50 / 斗南斗六 / 長輩興趣
-大全聯斗南店（+4 公里）, 家樂福斗六店' Carrefour（+4 公里）
-登山步道（健行） 、散步（戶外活動） 、觀鳥、自然攝影 (攝影) 、健行裝備（運動用品） 、水族飼養、釣魚（戶外活動） 、健康的生活方式 (身心健康) 、健康和保健（個人護理） 、即時通訊、開花植物（植物與花卉） 、旅遊（旅遊觀光） 或文化歷史 (藝術和文化)",訊息,可
"35-60 / 竹科東區 / 科技商業主管
-新竹科學園區（+3 公里）, 新竹車站（+3 公里）
-商業領袖 (商業和金融) 、商業（商業與財務） 、 Leadership development 、 Business networking 、保險（商業與財務） 、開發潛在顧客 (行銷) 、高階管理人員、智慧科技 (消費電子產品) 、金融服務（商業與財務） 、科技新聞 (新聞服務) 、半導體、電子產品（電腦和電子產品） 、人力資源管理（商業與財務） 或戶外休閒活動（戶外活動）",名單,可
"35-55 / 中清洲際 / 老闆高管
-中清路二段（+2 公里）, 洲際棒球場（+2 公里）
-高淨值人士（商業與財務） 、佳士得、 Art auction 、精品 (生活風格內容) 、路易威登（時尚品牌） 、愛馬仕（服飾） 、藝術展覽（視覺藝術） 、勞力士（手錶） 、商業領袖 (商業和金融) 、高階管理人員、保時捷、賓士（交通工具） 、管理（商業與財務） 、投資策略（投資） 、私人銀行服務或企業家（商業與財務）",訊息,優
"30-60 / 北屯太平潭子 / 餐廳零售業
-洲際棒球場（+3 公里）, 74太平松竹路（+3 公里）, 潭子觀音媽祖廟（+3 公里）
-休閒餐廳 (餐廳) 、管理（商業與財務） 、食品和飲品 (食物和飲品) 、咖啡文化 (咖啡) 、烹飪學（美食和餐飲） 、中式料理（美食和餐飲） 、韓式料理（美食和餐飲） 、日本料理（美食和餐飲） 、零售業（產業） 、業務開發 (商業活動) 、社群媒體行銷（行銷） 、廚具（廚房與餐廚） 或節慶（活動）、行為：Instagram 商業檔案管理員、生活要事：不與家人同住
0324
+台灣菜或 LifeStyle Food, 行為：美食與餐廳類粉絲專頁管理員",名單,優
"35-55 / 西屯水湳 / 金融投資
-水湳經貿園區（+2 公里）, 龍富路五段+龍富二十二路路口（+2 公里）
-金融市場（投資） 、金融經濟學、交易策略（投資） 、被動收入（商業與財務） 、投資管理（投資） 、資產管理 (商業和金融業) 、納斯達克100指數、倫敦證券交易所 (投資) 、美國運通、現金、特斯拉汽車（交通工具） 、 NVIDIA GeForce 、住宅房地產 (房地產) 、房地產（產業） 或黃金（金屬與礦物）",訊息,優
"30-55 / 竹科關埔 / 精品私校教育
-新竹巨城（+3 公里）, 關埔特區（+3 公里）
-蒙台梭利教育法、私立學校（教育） 、國際學校（小學和中學教育） 、 Bilingual education 、樂器（樂器） 、藝術和音樂（藝術） 、兒童發展（小學和中學教育） 、精品（零售） 、精品 (生活風格內容) 、園藝（家居和園藝用品） 、豪華轎車（交通工具） 、露台（園藝） 、股票市場（投資） 或高淨值人士（商業與財務）、家長：父母（全部）",名單,優
"28-50 / 中科中清 / 台積電/旅遊/滑雪
-中清交流道-全國加油站（+3 公里）, 中科路（+3 公里）
-半導體、旅遊景點和活動 (旅遊觀光業) 、自助旅行 (旅遊) 、航空公司、旅遊頻道、露營（戶外活動） 、滑雪和單板滑雪 (體育運動) 、滑雪勝地 (登山和滑雪勝地) 、游泳（水上運動） 、戶外休閒活動（戶外活動） 或電動車（交通工具）、任職公司：台灣積體電路製造、行業類別：資訊科技和技術服務
0324
-戶外休閒活動（戶外活動） 、程式語言（計算） 、滑雪勝地 (登山和滑雪勝地) 、電腦科學（資訊技術） 、電動車（交通工具） 、 591房屋交易網、半導體、航空公司、自助旅行 (旅遊) 、日本（地標） 、房屋廣告和入口網站 (網站) 、旅遊景點和活動 (旅遊觀光業) 、滑雪和單板滑雪 (體育運動) 、機器人學、人工智慧（計算） 、大數據 (科學) 或機器學習（計算）、任職公司：台灣積體電路製造、行業類別：資訊科技和技術服務",名單,可
